,user,location,text
125,Gr8saiyaman88,Middle-earth,"I'm on the fence with #GameDevPaidMe I feel it's in bad taste to share salary, but here's the rare occasion where said information can be useful to others. 

For aspiring writers/narrative designers, especially indie and remote, I will say that for years I made just enough... (1)"
126,nephelomancer,,"#GameDevPaidMe 
I'm a queer Black/Latinx artist (38) in SoCal!🌩️

03-04 Troika - Concept Art/VFX - $50-55k
04-07 Obsidian - "" - $70k-80k
07-12 Obs - Art Director - $88k-110k
12-19 TRS - Concept/VFX/AD - $110-130k +bonuses
20 TRS - VFX - $149k +bonuses +freelance = $190-210k-ish? https://t.co/i8JVh1FPOa"
127,Spriteborne,"Philadelphia, PA","#GameDevPaidMe Tabletop numbers, self-published: About $1,000-$1,200 per major event (SXSW, PAX), about $200-$500 for smaller stuff. None of my games have cracked $10k lifetime and Kaiju Stadium put me about $3,000 in debt. Gross numbers, not net"
128,captainhimbo,,"#GameDevPaidMe 
$0. nothing! I'm a self-taught trans dev &amp; have never been hired anywhere I've applied.

so the past few years I've been working on my own stuff. I specialize in 2D &amp; 3D with a lil scripting &amp; audio design. here's some of what I'm working on now 1/? https://t.co/WCJeYB9UUA"
129,artisdumb,Seattle,"#GameDevPaidMe 

2015-16 freelance $1000 a month
2016 coffee shop and postmates for minimum wage
2017 mobile startup $75k + benefits
2018-2019 EA/PopCap start $82k and ended at $105k + benefits, no bonus
late 2019-current QAG $85k + benefits"
130,v21,"London, UK","#GameDevPaidMe 
2011: £21.5k /year
2012: 20,000 DKK /month (freelance)
2015: £25k /year + shares
2017: same job as ^^, but part time: £42k FTE
2019: £100k /year + options &amp; nicer benefits"
131,supertrucker,"Philadelphia, PA",Game dev pays way more than truck driving it seems.  #GameDevPaidMe
132,hippowombat,"Longview, WA",#GameDevPaidMe enough through secondary pursuit &amp; income to take my family to Disneyland.
133,ShadowAuthor,Not where I want to be,"@HailstormDavid Yo, next AAA Dev making 6 figs (or close to it) complain about crunch time or not getting paid their worth is getting a throat punch from me. I've got decades more exp than you do in adjacent fields, making 1/3 the money. Cry me a river. You chose this path. #GameDevPaidMe"
134,DevinElleKurtz,"Burbank, CA","#GameDevPaidMe 

2015-2017: Usually less than $25/hour, was barely livable in LA

#AnimationPaidMe 

All for BG paint or design, freelance was hourly but within ranges 
2017: 1750/week
2018: 1850/week
2019: 1850-2000/week
2020: 2100-2200/week

(White / 23yo / F)"
135,ianipoos,,"#GameDevPaidMe 

In 2007, I was paid ~$28-30k AUD to be an intern/admin at Interzone Games.
2010 rolled around, and I earned min wage ($11-12/h USD) at Namco Bandai as a QA Tester.
2011 I earned ~32k NZD as a QA Tester at CerebralFix, before moving to ~35k NZD for Production."
136,Tyler3DArt,Washington,"#GameDevPaidMe

2008-2011: gaming school TA/production artist -$1k
2011-2012: WXP games, 3D Artist, $1k
2013-2015: Hidden Path, Environment Artist- $45k-$47k+ benefits
2017-2018: Amazon, Senior 3D Artist (1099 contract), $90k 
2018-Current: Oculus, 3D Artist- $37/hr (contract)"
137,NucleicGames,,"#GameDevPaidMe:

intern, Spinature, 2019: $0/hr
Voice Actor, SEP, 2017-2018: $0
Coder/Designer/Writer/Director, Crossover Club, 2017-2020: $0
Writer/Designer, The Cluckinverse, 2017-20XX: $0
Editor, Biggie's, 2018: $0

@ivannugget122 @NTG129 @ToonsterGames @BlazeChan_YT"
138,Leonic458JF,,"#GameDevPaidMe
Is this is why we're getting half ass games, that are unfinished"
139,coil780,,"Not pictured: from 2007 through 2014 I was unemployed for about 25% of the time, the longest individual stretch being 9 months.

#GameDevPaidMe"
140,Bunkone,"Windsor, Ontario",I use to work for a company that got hired on from Activision in 2011 for CODMW3 and CODELITE. As a phone support agent. Got to play cod while working. Paid 11$ /hour #GameDevPaidMe
141,Himederp,Vancouver,"#GameDevPaidMe
2017 - production artist $43.5k
2018 - vfx artist $48k
2018 - vfx artist $55k-$75k + profit sharing bonus
2020 - vfx art lead $90k + profit sharing bonus

Not disclosing my past companies in case of nda violations."
142,xavierck3d,"Burbank, CA",As the person who started this (AFTER seeing #PublishingPaidMe — credit where credit's due) the fact that #GameDevPaidMe is trending warms my dead little heart https://t.co/zCe6j1QXP5
143,misteranderbro,,"#GameDevPaidMe 

QA: now $14.50/hr"
144,ckjong,,"#GameDevPaidMe 

Haven't worked in the industry long enough to have much useful data (it's been about 8-9 months), but I currently make $35 CAD/hr doing freelance pixel art for indies and non-profits."
145,shaunk16,Ontario,Will a guy like @Neil_Druckmann jump onto this hash tag?  #GameDevPaidMe
146,kaynSD,Sweden,"The #GameDevPaidMe hashtag is mostly making me glad I've been on the periphery in the web, convention and gambling industries. All of which are games, none of which are the games industry.
You all deserve so much more."
147,ZombieDawgs,,"#GameDevPaidMe 

Junior Environment Artist for VR Marketing, London-ish - $25k y/r
Junior Environment Artist for Video Games, Montreal - $31k
Started @Switchboard_ST, London (Zone 2)- $22k in my first year, extremely inconsistent income. 

My overall thoughts? 👇"
148,Vintires,in your computer,Glad to see #GameDevPaidMe trending. Hopefully we can figure out the right pay for people in the games industry.
149,MAKOHOUSE,"Ontario, Canada",The day after i tweet this and #GameDevPaidMe is trending; I ain't lying about entertainment industry being heckin underpaid in some parts
150,Highwire4,"Annapolis, Maryland",Just to add to the convo of #GameDevPaidMe I started out at 33k a year and at most ever made 39k.
151,jppfeil,,"I gaze at #GameDevPaidMe and I fear that my strive to get a job in game design is...... Not worth the troubs... Thanks, Corporate greed!"
152,LostNotAtSea,"apocalypse, haven't you heard?","dunno if people are doing the #gamedevpaidme for indie work, but it paid a little so why not:
* 2016: released a game around rory's story cubes (with permission): ~$250
* 2018: designed a game around my own image cards: ~$50
* 2020: designed a tomogachi-inspired digipet game: ~$5"
153,valla_chan,Are we in Valhalla yet?,"#GameDevPaidMe nothing, because apparently neither creating an original IP or a spinoff work on the Source Engine warrants being able to pay your bills (nor does creating high effort mod content). We are living on unemployment currently, due to the job loss during the pandemic."
154,strawberriayumi,"El Paso, TX",#GameDevPaidMe so do I study game industry to be part of company’s or no? https://t.co/anHR2FgL65
155,NOTxNSANE,,"#GameDevPaidMe around 320 USD/month working for EA as QC, remotely (.ar). 3 years in.

Fun Fact: due to hyperinflation, today that would be 36 USD/month, lol"
156,insanelyanarchy,United States,"people in the #GameDevPaidMe tag complaining about wages, man just come to PA, we're still $7.25 an hour min wage. I was getting paid $8 an hour working for Spectrum, granted my job wasn't THAT vital but yeah. Big corporations with lots of money screw every peon working for them."
157,BrendanLoBuglio,"Los Angeles, CA","#GameDevPaidMe!
- Student assistant: $12/hr
- Gameplay programmer(GP): $25/hr 1099
- GP: $26/hr 1099 for 4 mo, then ~$58K W2 salary
- GP: $40/hr 1099 for 4 mo, then $40/hr as an hourly W2

(White, LA resident, male-presenting to employers, USC games undergrad):

See notes below!"
158,dislekcia,"Cape Town, SA","Here's a South African take on #GameDevPaidMe, roughly converted to annual USD equivalent when earned.
04-16: $0 - community lead/admin
05: $6K - Random dev contracts
06: $30K - I-Imagine
07-17: $10-16K QCF Design
13-16: $140K royalties
18-now: $60K Spry Fox
(notes in thread)"
159,Tophat_Scallop,On a ship bound for glory,"#GameDevPaidMe

Been a professional #indiedev for around three years.

Approx $0.86/hr - Doing... uh... everything.

Total profit - $18,334.23 before self employment/business taxes."
160,PatrickFluke,"Greater Sudbury / Grand Sudbury, Ontario","All you guys sharing your #GameDevPaidMe stuff. I made $4.30 with ads in Nimbus Lagoon in 2016! Technically $0.00 since minimum payout was $100.00, but whatever! Lol"
161,NAGarachtchenko,"Mountain View, CA","Okay so my 1 #GameDevPaidMe experience:

This past year me and a classmate were working on a contract with a local hospital to create a VR game, from concept to final build. 
For 3 months of work (~25 hr/wk) we each got paid 4500 (~15/hr).

(thread) (all photo are of Marco??) https://t.co/fCPGoNzcpv"
162,JoeCaversSound,Los Angeles,"#GameDevPaidMe From my wife, former gamedev/now voice actor Fryda Wolff: https://t.co/nsiBAVzWNp"
163,RoderickHossack,"Seattle, WA","#GameDevPaidMe

$32/h - Software Engineer (Contract, no benefits) @ EA Tiburon in Orlando, FL (2015)

$95k/y - Sr. Application Developer @ En Masse Entertainment  in Seattle, WA (2016-2017)

$0 (for now) - Indie Game Developer @ My apartment

Don't do this shit unless you love it"
164,AnimationMerc,"Santa Monica, CA","#GameDevPaidMe Cis, white male. Base, annual comp.

Animator:
01 50k Santa Monica
Senior Animator:
06 Senior 80k
06 42-46k Eur Amsterdam
08 105k Austin
09 50k Eur Helsinki (Lead)
11 115k Los Angeles
17 135k (Lead)

Director:
18 130k Austin
19 (current) Rather not say"
165,Syphorce,"Yonkers, NY",I am a Systems Engineer with a background in Electrical and Computer Engineering. What would  a #GameDevPaidMe ? Looking to make a horizontal move to the industry.
166,KentBenson08,"Kirkland, WA","Nervous about doing this just being QA and all but... #GameDevPaidMe

QA Tester, 2KGames: $10/hr
QA Tester, Mobius Staffing: $10-$13/hr
QA Tester, Pole To Win: $10/hr
QA Tester, Motiga: $15/hr
Senior QA Tester, Keywords Studios: $13-$15/hr
QA Analyst, NCSoft/ArenaNet: $20-???/hr"
167,polclarissou,he/him,"#GameDevPaidMe cont.
- VR designer at small tech studio: 70K USD/y + benefits
- misc contract work: 150 to 300€ day rate
- current stableish contract: 350 USD day rate
- infrequent exhibition/speaker fees anywhere between 60€ and 300€"
168,polclarissou,he/him,"anyway #GameDevPaidMe, mostly chronological order-
- summer internship, 440€/m
- 2 commissions while student: 2000CAD and 5000€ lump sum
- vignettes postlaunch rev: ~18500€ over ~a year
(vignettes was dev'd on savings, while student/waiting for visa, enabled by fam support)"
169,ashleyruhls,"Austin, TX","32 year old cis white woman.
#GameDevPaidMe as a cinematic/narrative designer:

2011 BioWare, $12/hr
2012 Trion Worlds $60k
2013 Telltale $45k -&gt; 65k over 2 years
2016 BioWare $37/hr
2017 Telltale (remote), $40/hr
2018 Gunfire $45/hr
2019 Gunfire $75k
2020 BioWare $82k"
170,ARiES_3271,SELF QUARANTINE!!! STAY AWAY!!,"#GameDevPaidMe

Lowkey why I'm getting into Web Development

And game development but hey. steady souorce of income"
171,RumbleMikee,Being myself :),Looking at #GameDevPaidMe is scaring me... im going into this and this does not look good.
172,_archieyates,,"Transparency in the industry is important as it's one of the things that can drive improvement #GameDevPaidMe 

Junior Game Programmer @ Tt Fusion - £21,000
Game Programmer @ Tt Fusion - £25,000 - £26,500
Gameplay Engineer @ Playground - £32,000 - £33,300"
173,lolopop07,,#GameDevPaidMe shit cuz i've never worked for a game development studio or anything remotely game related.
174,AH_Phan,"Melbourne, Victoria","#GameDevPaidMe The trends are interesting, seems like artists are on the lower pay, while designers get the most. Amplified by studio success, and indie studio success (hit games) seems to be highest paying."
175,Sub9Art,New York,"Wait, you guys get actual money? #GameDevPaidMe"
176,BDoodles,"Costa Mesa, CA",And another one: https://t.co/HuWnoRgDpz #GameDevPaidMe
177,george56640796,,Video games are for losers fyi #GameDevPaidMe
178,lindzart,,"I’m no longer in the industry for a multitude of reasons, but felt compelled to share:

#GameDevPaidMe
‘05: 33k/yr The Collective Production Assistant
‘07-‘11: 50k/yr Double Helix VFX Artist
‘11 -‘18: 60-66k/yr Turtle Rock Studios VFX Artist"
179,taro_omiya,Upstate New York,"With one exception, my income largely comes from non-gaming-related software development companies. Still, I appreciate #GameDevPaidMe, and happy to share mine:"
180,AlvinNelson07,USA,"Hmm, let's see. #GameDevPaidMe
I'm 34, 16 year vet as a QA tester, Lead QA, Assistant Producer-&gt;Senior Producer. all in California

QA $8-$13/hr
Lead QA $15/hr
Assistant Producer $35 - 50k
Producer $60-85k
Senior Producer $90-108k 1/"
181,AnimationMerc,"Santa Monica, CA","I'm hesitant to get in on #GameDevPaidMe because I know the internet is full of ""fans"" who don't get what we do and think we are overpaid. But in the interest of solidarity and knowing that this info is usually in back channels..."
