,user,location,text
126,ArtofFred,"Montréal, Québec","20 something white dude in Montreal and small coastal city.
 
 #GameDevPaidMe 
46k-CDRIN (37.5h/w)
50k-Lynx Attractions (40h/w)
46k-56k-Ludia Games (40h/w)
56k- Framestore (40h/w)

the only reason why i ever the salaries i did was because i talked it over with my friends."
127,gracezhuart,Canada,"#GameDevPaidMe 
Programmer in Montreal, Canadian dollerinos

'18-'19 Unity Programmer @ Behaviour, ~62k
'19-'20 3D Programmer @ Ubisoft ~67k

Still over 10k below what I made straight outta school in a different industry 🙃"
128,wyrmforge,"West Virginia, USA","#GameDevPaidMe

$500 for two character concept designs delivered within a strict week deadline. technically it was 200$ for a full rendered body and a painted bust per character, then $50 for an uncolored turnaround sheet."
129,zanderhulme,"Brisbane, Queensland","#GameDevPaidMe I've never had a salary. There are no ""entry-level"" audio jobs in Australia, pretty much. Even more senior positions are rare as gold dust. I'm not sure how to summarise my hodge-podge income mix of profit share, per minute of music, per SFX, per hour rates, etc."
130,crepaletta,@manttecade,"#GameDevPaidMe 
Alright I'm joining!

I used to be afraid of sharing too much because I'm looking for work but it's been one year unemployed and I'm tired! And I want change!

2018: Jitzu VR, 900 USD per month

I quitted because I was the only girl and the environment was toxic!"
131,LikeableArtist,Canada,"#GameDevPaidMe all these numbers just look so low! seeing MASSIVE multi Billion dollar companies making billions of dollars every year complaining about ""we don't make any Money"" is a straight up lie! Pay your employees properly! Look in at you Activision Blizzard + others!"
132,NalaWu,poc • queer • NBi • THEY/THEM,"Looking at the people in #GameDevPaidMe who are underpaid scares me even more bc not only will I be graduating in a year to enter this workforce, I ALSO am a queer trans POC. 

Holy shit."
133,opponent019,"Vancouver, BC","#GameDevPaidMe
I'm a Mexican 3D generalist freelancer for 3D printing, games, and sometimes renders (CAD$)
2017 - Started at $18/h quickly got that up to $28 thanks to a great business partner. Spent 3 months in Amsterdam and got it up to $35
2019 - $35 ~ $40
2020 - $35 ~ $45"
134,IttssJusttMe,,#GameDevPaidMe Who wants to give me an underpaid job?
135,xofear,"Los Angeles, CA",Not going name any names but. Lead level designer $18 an hour #GameDevPaidMe
136,f0da,"Oakland , CA","#GameDevPaidMe these salaries are nuts -- seeing multi-billion $ companies paying !!! HALF !!! the market rate in the bay area + others for engineering is disgusting. work is work, just because it's ""games"" doesn't mean you deserve less comp for your talent 😒"
137,Meloncov,,"#GameDevPaidMe 

Temporary Shader Artist, Volition, 58k, very few benefits
Technical Environment Artist, Volition, 58k but with vastly better benefits.

Note that this is central Illinois, where cost of living is pretty low."
138,VelvaraArt,Venezuela,"@MorganeMalville #GameDevPaidMe
Latin queer male Environment artist, Caracas VE
2016-2018: $7.2k no benefits
2018-2020: (freelancing) Around $4.5-5k

Am I doing something wrong? :'(
https://t.co/CgVwowKKg1"
139,kangareuben12,"Washington, DC","#GameDevPaidMe
(white, cis, male, USD except where noted)

2015: 150k HUF (~$600)/mo., programming intern, indie studio, Hungary
'16: Unpaid intern, nonprofit org., DC area
'17-'18: 68k, junior dev, edu. indie, DC area
'18-present: 67-71k, mid-level dev, nonprofit org., DC area"
140,IllusciraptorR,"Montréal, Québec","#GameDevPaidMe 
POC woman
4 yrs B2B as a UI
5 yrs graphic design

Now UI integrator/artist/designer 
4 yrs
UI artist, Lead 45k Hibernum
UI artist, 55k Behaviour
Lead Art, 65k LH
UI artist, Ubi 68k
Negociated every time I entered a company and switched around to get what I have."
141,mikejwitz,Montréal,"Montréal-based cis white male, here’s what #AnimationPaidMe &amp; #GameDevPaidMe (gross, chrono order):
Anim - CAD$600/wk
Board Revs - CAD$900/wk
Anim Corr - CAD$800/wk
Storyboards/Animatic Editor - CAD$1,000/wk
Cleanup Anim - CAD$167/sec, 1.2s weekly quota
Anim - CAD$1,100/wk"
142,moog_art,"Seattle, WA","#gamedevpaidme

$14/ hr military simulation in game engines
$20/ hr contract concept work various mobile games 
$50-55k/ yr Artist I ArenaNet 
$80k/yr Artist II ArenaNet 
Get paid fairly, kids https://t.co/vZO0V7jQ4s"
143,sboxle,Australia,"#GameDevPaidMe 
If you're getting paid less for a specialised role than you would working at a supermarket or restaurant then you're underpaid!"
144,sboxle,Australia,"#GameDevPaidMe 
In running Twice Different, I've been consistently surprised how underpaid some people are.

I've told interviewees a role is $70k base salary (also my current salary) and multiple times people have said ""Oh I can work cheaper."" 

Na. Just earn it. https://t.co/6aum628TSD"
145,sboxle,Australia,"My #GameDevPaidMe is all over the place.

2007: Concept artist, AU$32.5k/yr (~US$22k).

Since then:
Made $40/hr as a freelance lead(!) painter (~US$28). 
Up to $90/hr (~US$60) as a generalist/tech artist.
Hundreds of 'investment' hours for share only + hundreds in Steam Workshop."
146,AdmiralMemo,"Baltimore, Maryland, USA","So, here's some transparency since this is going around. #GameDevPaidMe ... sort of, since I was in an out-sourced third-party company, but, here goes.

Baltimore, MD - Tier 1 Tech Support - $11/hr with minimal benefits.
Promoted to Tier 2 $13.50/hr with same previous benefits."
147,TimothyGiang,"Oakland, CA","God I don’t remember exactly... but I do have a negotiation email I sent to a recruiter when I started. Below are starting salaries/position

Junior game artist for mobile in 2012: 47k
Game artist 2013~2015: ~60k
Lead game artist 2015: ~80k
Art manager 2016: ~90k
 #GameDevPaidMe https://t.co/8z9Z1UAXha"
148,Emilee3D,,"#GameDevPaidMe:
Forum Moderator; Sleepy Giant: $8.50/hr
Contract Artist Scientific Games: $22/hr
Freelance 3D modeler: $2000(?) in royalties
QA tester, Jellyvision: $15/hr
QA tester, NetherRealm: $12/he
Art ""intern"", Scientific Games: $16/hr
QA, Synapse Games: $19/hr"
149,cephalxn,,#GameDevPaidMe #ElectronicArts Product Support Lead: $59k AUD /year before tax.
150,Kevincbr,"Seattle, WA","#GameDevPaidMe 
Customer Service at Funcom 35k with benefits
QA at VMC for Xbox: $12.00 an hour.
QA at Parker for Nintendo: $15.00 an hour
(Required 3 years experience)"
151,Pixelfish,Northern Hemisphere! PNW!,"Would be interested to learn what maternity leave was in #GameDevPaidMe 

I can only speak for my latest position but I had 4 weeks fully paid and 8 more weeks made up of vacation time and part time disability at 60%."
152,SmashGizmo,"San Francisco, CA","#GameDevPaidMe Cis, white, straight, male all USD in LA/SF areas

2012 - $17/hour - Associate QA
2014 -~$24/hour - Senior QA
2014 - Associate Game Designer, pay didn't change
2016 -~$80k - Mid Game Designer
2017 -~$115k - Senior Game Designer
2020 -~$150k - Game Design Manager"
153,joonturbo,Iceland,"#GameDevPaidMe 
2015 - 44k$ - Glitchnap
2016 - 30k$ - Glitchnap
2017 - 37k$ - Glitchnap + teaching
2018 - 26k$ - Don't Trip + teaching
2019 - 42k$ - NUTS + teaching

Here's an overview of paid project up until it became NUTS full-tme.

happy to elaborate, just ask or DM https://t.co/XPrdu5cp8L"
154,byMayne,"Montréal, Québec","#GameDevPaidMe  Values are in CAN at date of contract signing.

- Ottawa - 
2014-2016: Magmic, Developer 40k
2016: Hot Glue, Lead Developer 44k 
- Montreal- 
2016: Budge, Unity Developer 55k 
2017: Playtika, Unity Developer 75k
2018: EA, Tools Developer 88k."
155,thomaskrul,"Ottawa, Ontario","@KatieDeSousa How many hours per week did it take to earn your income at those times? One of the issues that #GameDevPaidMe needs to illustrate is work-life balance. All-nighters, push-to-Gold, that kind of stuff. It's awesome that your current employer is supporting your health break, btw!"
156,GhostHeart_,a deep pit full of ghosts,"Someone actually said QA should be happy with low pay, and that I was expecting 100k.

Lol. No.

I expect QA to be paid as though they're critical to game development.

Because they are.

#GameDevPaidMe"
157,NoahAlzayer,"Los Angeles, CA","One last *opinion* to add to the whole #GameDevPaidMe convo at least for tech art: We all pick priorities. No one is wrong.

Want the most money? Go to Tech (usually needs high-end xp though)

High pay but still ""make something?"" Mobile/F2P

Decent pay + make something big? AAA"
158,nicetrysean,"Melbourne, Australia","#GameDevPaidMe 

Full-time on a project;

Freelance: ~$15,000 USD
——
Studio: $41,000 - $52,000 USD

Figures are per year.

I have 7 years of programming and design experience with 6 commercial products released.

$20,000 USD of student debt remains."
159,Keranouille,"Lyon, France","#GameDevPaidMe Read this thread. Transparency amongst workers about their salary is important. We're taught that it's ""private"" and ""counter-productive"" but it's your best tool to know your worth and have an healthy workplace.
Salary silence is just used to reenforce inequality. https://t.co/jPw6grLwFy"
160,Pixelfish,Northern Hemisphere! PNW!,"#GameDevPaidMe
White female, 43yo, currently in Seattle

UI Artist, Seattle 50-52k (appx, can’t find exact num right now.)
UI-UX, San Francisco 60-64k
Brief break from games to do Financial UX at abt 65k
UX -Sr UX (promoted just this year) 72-85k 

&gt;&gt;"
161,kendeep_fgc,Deutschland,"Looking at #GameDevPaidMe made me go ""yeah, sounds about right""

Not gonna disclose my own numbers (no idea about german law concerning sharing salary info) but just look through the hashtag and you get the idea."
162,WillWArmstrong,,"#GameDevPaidMe DevPaidMe
2005-2007 - Junior Programmer, ATVI - ~$54k
2007-2008 - Lucas Arts - Programmer ~$70k
2008-2014 - 2k Marin - Senior Programmer ~$85-100k
2014-2016 - Firewatch - Lead Programmer ~70k - but with Rev Share ~120k
2017-now - Unity - Senior / Lead - ~$170k"
163,aasterisms,26//they/them,"#GameDevPaidMe (in Mexico, so keep that in mind) 
HyperBeard Games, 2019, game artist: 1,250 USD https://t.co/U8JKi9gfzi"
164,LadieAuPair,Night Springs,#GameDevPaidMe just reinforces that QA is paid trash for incredibly important and frequently difficult work
165,its_dooper,,"Oh #GameDevPaidMe 
I'm paid in @art_blaster's laughs."
166,wishchu,Southern California ,"#GameDevPaidMe 
$12/hr QA tester (usually a part time position)
$15/hr temp FT editor
$15/hr temp FT QA lead 

I am in my early-mid 20s, cis, asian woman."
167,ConalPierse,Edmonton,"#GameDevPaidMe
White cis-male
BioWare
2013 - $45k Content Strategist (~$15k bonuses and stock)
2015 - $62k Community Manager (~$40k bonuses and stock)
By 2017 my salary was $75k, but I was making over $100k since 2015 largely due to unvested stock rewards."
168,eleanorjmorel,,"#GameDevPaidMe

Learning PixelArt/Coding/GameDesign while developing StrawberryPunch:

$5/month on patreon
$14k/year on Social Solidarity

Hoping to one day become financially independent from Social Solidarity, join my discord and come check me out! https://t.co/3Ca09OFnbA
🍓👊"
169,_neku,"Toronto, Ontario","#GameDevPaidMe 

Just graduated last year, I'm an animator by title but junior animator by skill lol. I'm in 🇨🇦

3mo $17hr, part time contract
3mo $20hr, independent contractor
3mo $50k/yr, full time contract
Current $53k/yr full time w benefits!!"
170,5deouros,Ela/Dela,"Third wage: around 90 USD and nothing more.

This is what #GameDevPaidMe 

Just a few more notes to end this thread:"
171,Leah_Augustine,ORL ➡ ATL ➡ LA,"#GameDevPaidMe

I don’t know why talking about this stuff scares me, but I think transparency is important. At my past job talking with my coworkers about salary made me realize how much less I was making then my peers at the time."
172,TriMakesGames,"Los Angeles, CA","#GameDevPaidMe 

Indie Startup Design Intern, San Diego: $1500 stipend for 3 months
Tech Startup Design Intern, San Francisco: $15/hr for 4 months
Mobile Associate Designer, San Francisco: 43k a year
Mobile Associate Designer, Los Angeles: 64k a year"
173,jyymao,Toronto/Tkaronto,"I was thinking of posting a #GameDevPaidMe but there's no scientific way for me to adjust my salary to all the unpaid overtime/crunch, especially That Time I Worked From 4am - Midnight Every Day For Three Straight Weeks"
174,3xBlast,UK ,"Seeing all the #GameDevPaidMe, I thought I'd jump in with how much I charged for my #GameAudio freelance prices:
Music: €300 per minute of music
Sfx/implementation: €50 per hour

Only ever got minor pushback on prices. Mostly accepted outright."
175,zorcher47,,"Wait, so you're telling me a job that actually requires some thought in computer science also doesn't pay enough like most jobs? 😓 #GameDevPaidMe"
176,MorganeMalville,"Montréal, Québec","#GameDevPaidMe
White bi female 3D Chara Montreal CA
2016-2017 30K$CA asso
2017-2020 38-55KCA + perks 14% raise after 3 month when I lvl up + 25% more a year after, + 3K bonus 
2020 I can't tell but W.A.Y. M.O.R.E then previous"
177,RepsUp100,,"This #GameDevPaidMe hashtag just made me realize how underpaid game developers are...

#gamedevs #gamedeveloper"
178,mynameisandy,"Toronto, Canada","Talk about your salary with your coworkers. The shame that you're 'supposed' to feel about it is a tool to keep you from being paid what you're worth. My stats put me into the spot you think they would - 1 Kinsey, cishet, abled, white, bro/business-passing male #GameDevPaidMe:"
179,animboy90,"Melbourne, Victoria","#GameDevPaidMe
I like this, be open with your earnings.
Torus 2013 $50k
Gree 2015 $50k
Freelance 2017 $60k
Method 2019 $50k
IP2 2019/2020 $71k (not including freelance and patreon).

Ive worked harder this year than any other, and I hope it shows."
180,bobbylox,"Chicago, IL","#GameDevPaidMe 
Backend programmer $55k/year + bennies
Junior designer $60k
Went indie.  -$40k.  Yes negative.
Gambling games (6mo) $80k
Went back to normal tech. $90k
Back to games.  Lead designer. $90k
Indie again.  $0
Game designer. $100k

^ Took about 10 years"
